date,portfolio_value,MU_shares,MU_value,ALK_shares,ALK_value,WDC_shares,WDC_value,STX_shares,STX_value,AMD_shares,AMD_value,HAS_shares,HAS_value,DECK_shares,DECK_value,UNH_shares,UNH_value,GE_shares,GE_value,UAL_shares,UAL_value,TPR_shares,TPR_value,LRCX_shares,LRCX_value,NEM_shares,NEM_value,CNC_shares,CNC_value,MMM_shares,MMM_value,SWKS_shares,SWKS_value,VFC_shares,VFC_value,run
2011-07-31,111.83134299310656,7.100231274031796,51.109566876656224,1.0163910018626814,13.965936204537249,0.7269535072988745,15.172592113481771,2.0369478076415226,14.888177825145766,,,,,1.009273673950289,16.695069973285538,,,,,,,,,,,,,,,,,,,,,1
2011-08-31,94.5367175702688,7.100231274031796,40.98473780986776,1.0163910018626814,13.191321135345746,0.7269535072988745,12.98432323474788,2.0369478076415226,12.412170884367953,,,,,1.009273673950289,14.96416450593947,,,,,,,,,,,,,,,,,,,,,1
2011-09-30,85.9798845936837,7.100231274031796,34.951454798639915,1.0163910018626814,12.862280522655482,0.7269535072988745,11.324406912713778,2.0369478076415226,11.171086474473542,,,,,1.009273673950289,15.670655885200995,,,,,,,,,,,,,,,,,,,,,1
2011-10-31,102.63187880167284,7.100231274031796,38.76559728524712,1.0163910018626814,15.202122187047372,0.7269535072988745,11.72947819988049,2.0369478076415226,17.54989781615393,,,,,1.009273673950289,19.38478331334394,,,,,,,,,,,,,,,,,,,,,1
2011-11-30,107.11039476655009,7.100231274031796,41.53951786254177,1.0163910018626814,15.862490974573513,0.7269535072988745,12.799401330448266,2.0369478076415226,18.582257316182332,,,,,1.009273673950289,18.326727282804196,,,,,,,,,,,,,,,,,,,,,1
2011-12-31,105.13945558618563,7.100231274031796,43.61996506682097,1.0163910018626814,17.158086690755933,0.7269535072988745,13.627154524319431,2.0369478076415226,18.022447111380277,,,,,1.009273673950289,12.711802192909037,,,,,,,,,,,,,,,,,,,,,1
2012-01-31,122.93638193032297,7.100231274031796,52.70456883864277,1.0163910018626814,17.395725625445134,0.7269535072988745,16.00475454836782,2.0369478076415226,23.23136977637974,,,,,1.009273673950289,13.599963141487496,,,,,,,,,,,,,,,,,,,,,1
2012-02-29,133.67595700982895,7.100231274031796,59.29264883081514,1.0163910018626814,15.668260470209262,0.7269535072988745,17.281609737911385,2.0369478076415226,28.85788795497182,,,,,1.009273673950289,12.575550015921335,,,,,,,,,,,,,,,,,,,,,1
2012-03-31,131.28394387160048,7.100231274031796,56.17198987418571,,,,,2.0369478076415226,29.912569697029035,,,,,1.009273673950289,10.605784062091836,0.3621142823399536,17.296800119146948,0.2308633099716634,17.296800119146948,,,,,,,,,,,,,,,,,1
2012-04-30,121.81051034707932,7.100231274031796,45.70041565675427,,,,,2.0369478076415226,34.128724682972106,,,,,1.009273673950289,8.58050871070757,0.3621142823399536,16.52635827735338,0.2308633099716634,16.87450301929201,,,,,,,,,,,,,,,,,1
2012-05-31,108.9479471955573,7.100231274031796,40.49930272453743,,,,,2.0369478076415226,26.217549994945394,,,,,1.009273673950289,9.364376942623425,0.3621142823399536,16.414509852666697,0.2308633099716634,16.45220768078435,,,,,,,,,,,,,,,,,1
2012-06-30,114.01232264601865,7.100231274031796,43.75865838716241,0.7856470783663659,12.68171299694527,0.6869500437080326,12.68171299694527,2.0369478076415226,27.672219661895447,,,,,,,0.3621142823399536,17.21801860307024,,,,,,,,,,,,,,,,,,,1
2012-07-31,120.6072014243818,7.100231274031796,43.06517824283875,0.7856470783663659,12.310796071376434,0.6869500437080326,16.546978359187605,2.0369478076415226,33.591596098388344,,,,,,,0.3621142823399536,15.09265265259069,,,,,,,,,,,,,,,,,,,1
2012-08-31,124.1759442467101,7.100231274031796,43.06517824283875,0.7856470783663659,11.851569374036572,0.6869500437080326,17.399915212410757,2.0369478076415226,35.8183538676203,,,,,,,0.3621142823399536,16.040927549803726,,,,,,,,,,,,,,,,,,,1
2012-09-30,121.31997194557604,7.100231274031796,41.4701762808522,0.7856470783663659,12.384980954993082,0.6869500437080326,16.11426461057107,2.0369478076415226,34.981717557337916,,,,,,,0.3621142823399536,16.36883254182176,,,,,,,,,,,,,,,,,,,1
2012-10-31,112.98699975512444,7.100231274031796,37.656030408590894,0.7856470783663659,13.508320153055294,0.6869500437080326,14.332334635075838,2.0369478076415226,30.880177017652112,,,,,,,0.3621142823399536,16.610137540750287,,,,,,,,,,,,,,,,,,,1
2012-11-30,114.99277386081484,7.100231274031796,41.40082792785442,0.7856470783663659,15.10148196232747,0.6869500437080326,13.99736577716941,2.0369478076415226,28.36050659814471,,,,,,,0.3621142823399536,16.13259159531884,,,,,,,,,,,,,,,,,,,1
2012-12-31,127.81432421774484,7.100231274031796,43.96670344615574,0.7856470783663659,15.221583971217443,0.6869500437080326,17.790851536894696,2.0369478076415226,34.74708439388751,,,,,,,0.3621142823399536,16.08810086958945,,,,,,,,,,,,,,,,,,,1
2013-01-31,144.30101007387358,7.100231274031796,52.42717204099756,0.7856470783663659,16.295471075710534,0.6869500437080326,19.80899265384203,2.0369478076415226,39.32828991695139,,,,,,,0.3621142823399536,16.44108438637205,,,,,,,,,,,,,,,,,,,1
2013-03-31,172.35004013062184,7.100231274031796,69.20943283861027,0.7856470783663659,22.59393342918259,0.6869500437080326,21.195624471861716,2.0369478076415226,42.31438077661588,,,,,,,,,,,0.53222960036492,17.036668614351374,,,,,,,,,,,,,,,1
2013-04-30,170.18968703213295,7.100231274031796,65.32592507073478,0.7856470783663659,21.7743932126584,0.6869500437080326,23.421945172729625,2.0369478076415226,42.47640789028219,,,,,,,,,,,0.53222960036492,17.191015685727955,,,,,,,,,,,,,,,1
2013-05-31,195.03556400227131,7.100231274031796,80.99860544907486,0.7856470783663659,20.07172530836635,0.6869500437080326,26.828464675247805,2.0369478076415226,49.86059622900775,,,,,,,,,,,0.53222960036492,17.27617234057455,,,,,,,,,,,,,,,1
2013-06-30,213.0831563364692,7.100231274031796,99.3758546660577,0.7856470783663659,18.36905290856566,0.6869500437080326,26.307316695349936,2.0369478076415226,52.37746738380682,,,,,,,,,,,,,0.4224496673202536,16.653464682689098,,,,,,,,,,,,,1
2013-07-31,204.2026559497517,7.100231274031796,91.81691466018698,0.7856470783663659,21.60836358897493,0.6869500437080326,27.39160103004777,2.0369478076415226,47.79750900018968,,,,,,,,,,,,,0.4224496673202536,15.588267670352312,,,,,,,,,,,,,1
2013-08-31,200.75127809749128,7.100231274031796,94.1053933808431,0.7856470783663659,20.001070897536856,0.6869500437080326,26.378987546849167,2.0369478076415226,44.771455285854856,,,,,,,,,,,,,0.4224496673202536,15.494370986407295,,,,,,,,,,,,,1
2013-09-30,237.92093305944556,7.100231274031796,121.15114948035288,0.7856470783663659,22.191682808376328,0.6869500437080326,26.974639145722342,2.0369478076415226,51.60443907047783,,,,,,,,,,,0.5209711179250895,15.999022554516197,,,,,,,,,,,,,,,1
2013-10-31,252.4925629403992,7.100231274031796,122.60749536419311,0.7856470783663659,25.040954167954933,0.6869500437080326,29.738932788171887,2.0369478076415226,57.41821076905301,,,,,,,,,,,0.5209711179250895,17.68696985102621,,,,,,,,,,,,,,,1
2013-11-30,284.20316626805203,7.100231274031796,146.32454406242604,0.7856470783663659,27.550005433477793,0.6869500437080326,32.04954863037806,2.0369478076415226,57.830951763210415,,,,,,,,,,,0.5209711179250895,20.448116378559764,,,,,,,,,,,,,,,1
2013-12-31,299.26406742329357,7.100231274031796,150.8321497650864,,,,,2.0369478076415226,66.82006093344619,,,,,1.9325563761872049,27.203952241586975,,,,,,,,,5.856515374475755,27.203952241586975,1.5307382525072784,27.203952241586975,,,,,,,,,1
2014-01-31,298.7950465529132,7.100231274031796,159.7781042300701,,,,,2.0369478076415226,62.893658012295944,,,,,1.9325563761872049,25.10712849970269,,,,,,,,,5.856515374475755,25.28542760660792,1.5307382525072784,25.73072820423652,,,,,,,,,1
2014-03-31,312.56975752178096,7.100231274031796,164.07765471677482,,,0.4834701405910508,27.70067717652303,2.0369478076415226,67.41029590151126,,,,,1.9325563761872049,25.680452550448827,,,,,0.6206739079895087,27.70067717652303,,,,,,,,,,,,,,,1
2014-04-30,321.70800503632523,7.100231274031796,181.1373021550704,,,0.4834701405910508,26.66140191004994,2.0369478076415226,63.11313901424389,,,,,1.9325563761872049,25.429220000380965,,,,,0.6206739079895087,25.366941956579964,,,,,,,,,,,,,,,1
2014-05-31,341.78541122263255,7.100231274031796,198.2662742467851,,,0.4834701405910508,26.591783567203905,2.0369478076415226,64.49350481228764,,,,,1.9325563761872049,24.89454796181267,,,,,0.6206739079895087,27.539300634543245,,,,,,,,,,,,,,,1
2014-06-30,378.5377842665227,7.100231274031796,228.50210198335003,0.6431412266535104,27.806265301466507,0.4834701405910508,27.938777146846384,2.0369478076415226,68.7995626231453,,,,,,,,,,,0.6206739079895087,25.49107721171448,,,,,,,,,,,,,,,1
2014-07-31,367.7030112535919,7.100231274031796,211.8585243491165,0.6431412266535104,25.726279587133646,0.4834701405910508,30.370284636907876,2.0369478076415226,70.9548604676299,,,,,,,,,,,0.6206739079895087,28.79306221280402,,,,,,,,,,,,,,,1
2014-08-31,389.83095945128144,7.100231274031796,226.0748859288491,0.6431412266535104,27.11293264104042,0.4834701405910508,31.31888527622124,2.0369478076415226,75.77397046696088,,,,,,,,,,,0.6206739079895087,29.5502851382098,,,,,,,,,,,,,,,1
2014-09-30,391.6302313214141,7.100231274031796,237.58662449947337,,,0.4834701405910508,29.588905973483296,2.0369478076415226,69.86803088958496,,,,,,,,,,,0.6206739079895087,29.041332723073047,,,,,1.4137610219150445,25.545337235799455,,,,,,,,,1
2014-10-31,389.621448461698,7.100231274031796,229.47291798354505,,,0.4834701405910508,29.908151113048454,2.0369478076415226,76.65110190015099,,,,,,,,,,,0.6206739079895087,32.77778993329186,,,,,1.4137610219150445,20.8114875316616,,,,,,,,,1
2014-11-30,419.90261172368525,7.100231274031796,249.3065130843681,,,0.4834701405910508,31.52750423535476,2.0369478076415226,80.65261680548767,,,,,,,,,,,0.6206739079895087,38.003863102075655,,,,,1.4137610219150445,20.41211449639902,,,,,,,,,1
2014-12-31,420.8887171083287,7.100231274031796,242.78772050341968,,,0.4834701405910508,33.795832438080986,2.0369478076415226,81.82148562514439,,,,,1.381819075802785,20.966801215094662,,,,,0.6206739079895087,41.51687732658895,,,,,,,,,,,,,,,1
2015-01-31,360.4822343048139,7.100231274031796,202.98192162278465,,,0.4834701405910508,29.7889600395317,2.0369478076415226,69.44367712344528,,,,,1.381819075802785,15.211524817088277,,,,,0.6206739079895087,43.05615070196402,,,,,,,,,,,,,,,1
2015-03-31,339.1422967781011,7.100231274031796,188.14146210826712,,,0.4834701405910508,27.88330452535325,,,,,,,1.381819075802785,16.782193308171397,,,,,0.6206739079895087,41.740320312294465,,,,,3.78685315690734,64.5950165240149,,,,,,,,,1
2015-04-30,358.210138221916,7.100231274031796,195.07624323757915,,,0.4834701405910508,30.10720003983515,,,,,,,1.381819075802785,17.042434828965895,,,,,0.6206739079895087,37.07906030507379,,,,,3.78685315690734,78.90519981046201,,,,,,,,,1
2015-05-31,354.39644439832466,7.100231274031796,193.68930326285644,,,0.4834701405910508,29.990150189589663,,,,,,,1.381819075802785,15.695160702936034,,,,,0.6206739079895087,33.882588731854604,,,,,3.78685315690734,81.13924151108792,,,,,,,,,1
2015-06-30,273.8666430801325,7.100231274031796,130.65185014146957,0.7268074393036067,43.07844008795213,0.4834701405910508,24.15598994201541,1.4743740952620843,43.07844008795213,,,,,,,,,,,0.6206739079895087,32.90192282074331,,,,,,,,,,,,,,,1
2015-07-31,286.57222741271823,7.100231274031796,128.36339173473806,0.7268074393036067,50.64709220967848,0.4834701405910508,26.672082206315206,1.4743740952620843,45.8898599692874,,,,,,,,,,,0.6206739079895087,34.999801292699104,,,,,,,,,,,,,,,1
2015-08-31,271.228897495704,7.100231274031796,113.800271461746,0.7268074393036067,50.05203081797019,0.4834701405910508,25.401394373120535,1.4743740952620843,46.615407547046374,,,,,,,,,,,0.6206739079895087,35.35979329582089,,,,,,,,,,,,,,,1
2015-09-30,255.7477238617955,7.100231274031796,103.88348068264268,0.7268074393036067,53.25528577619798,0.4834701405910508,24.62038456814062,,,,,,,,,,,,,0.6206739079895087,32.92675034530683,,,,,3.2453138106040615,41.06182248950739,,,,,,,,,1
2015-10-31,274.04632831538555,7.100231274031796,114.84049337105856,0.7268074393036067,51.11032437728089,0.4834701405910508,20.85948726770828,,,,,,,,,,,,,0.6206739079895087,37.432844243213175,,,,,3.2453138106040615,49.80317905612462,,,,,,,,,1
2015-11-30,265.1034785511344,7.100231274031796,110.47157083177734,0.7268074393036067,53.44297634478279,0.4834701405910508,19.4828024275625,,,,,,,,,,,,,0.6206739079895087,34.590156608133356,,,,,3.2453138106040615,47.11597233887841,,,,,,,,,1
2015-12-31,252.65562272935352,7.100231274031796,98.1969428220578,0.7268074393036067,54.106913432319246,0.4834701405910508,18.746066701695703,1.9887017730847905,46.04108531901852,,,,,,,,,,,0.6206739079895087,35.56461445426224,,,,,,,,,,,,,,,1
2016-01-31,205.3566742466281,7.100231274031796,76.4909794324899,0.7268074393036067,47.31246827070314,0.4834701405910508,15.103364556979528,1.9887017730847905,36.48372646638063,,,,,,,,,,,0.6206739079895087,29.966135520074904,,,,,,,,,,,,,,,1
2016-02-29,212.0089069666314,7.100231274031796,73.71704531257882,0.7268074393036067,49.66466117308134,0.4834701405910508,13.70257020674435,1.9887017730847905,39.38484334452816,,,,,,,,,,,0.6206739079895087,35.53978692969872,,,,,,,,,,,,,,,1
2016-03-31,224.09279697875917,7.100231274031796,72.60749197853902,0.7268074393036067,55.33212561298246,0.4834701405910508,14.87041753912814,1.9887017730847905,44.12922133702828,,,,,,,,,,,0.6206739079895087,37.15354051108128,,,,,,,,,,,,,,,1
2016-04-30,191.38195131181897,7.100231274031796,74.54921877724394,0.7268074393036067,47.51330627305405,0.4834701405910508,12.999760236325596,1.9887017730847905,27.886593447830073,,,,,,,,,,,0.6206739079895087,28.433072577365294,,,,,,,,,,,,,,,1
2016-05-31,204.69340076647256,7.100231274031796,88.21081384691901,0.7268074393036067,44.794598849529834,0.4834701405910508,14.803249338500793,1.9887017730847905,28.89855212556864,,,,,,,,,,,0.6206739079895087,27.98618660595427,,,,,,,,,,,,,,,1
2016-06-30,207.63591901153137,7.100231274031796,95.42300870214676,0.7268074393036067,39.48952337585193,0.4834701405910508,15.03226340318594,1.9887017730847905,32.218665778213406,,,,,,,,,,,0.6206739079895087,25.472457752133373,,,,,,,,,,,,,,,1
2016-07-31,227.5751237879136,7.100231274031796,95.2843187674594,0.7268074393036067,45.53930032880104,0.4834701405910508,15.285045783899175,1.9887017730847905,42.363059740955194,,,,,,,,,,,0.6206739079895087,29.103399166798773,,,,,,,,,,,,,,,1
2016-08-31,251.0320494769327,7.100231274031796,114.35505828572822,0.7268074393036067,45.7493099277142,0.4834701405910508,15.01479703368495,1.9887017730847905,44.62471262276154,,,,,,,,,,,0.6206739079895087,31.28817160704381,,,,,,,,,,,,,,,1
2016-09-30,270.46958807254146,7.100231274031796,123.30097212286267,,,0.4834701405910508,18.811124109873457,1.9887017730847905,50.98643944437906,,,,,,,,,,,0.6206739079895087,32.5667607098681,1.5912670406960547,44.80429168555815,,,,,,,,,,,,,1
2016-10-31,263.4147265699597,7.100231274031796,119.00139455092516,,,0.4834701405910508,18.962553411453925,1.9887017730847905,46.177824497138054,,,,,,,,,,,0.6206739079895087,34.900493562128105,1.5912670406960547,44.37246054831451,,,,,,,,,,,,,1
2016-11-30,297.84989490161865,7.100231274031796,135.43687634135384,,,0.4834701405910508,20.656332946432467,1.9887017730847905,53.97059590996017,,,,,,,,,,,0.6206739079895087,42.79546406173018,1.5912670406960547,44.990625642142035,,,,,,,,,,,,,1
2016-12-31,313.9640004619391,7.100231274031796,152.01110223693553,0.519364199389207,43.29683895937782,0.4834701405910508,22.04835123212296,1.9887017730847905,51.372995323959174,,,,,,,,,,,0.6206739079895087,45.234712709543594,,,,,,,,,,,,,,,1
2017-01-31,344.53672065455464,7.100231274031796,167.19833398732885,0.519364199389207,45.78055622930843,0.4834701405910508,26.056380001896272,1.9887017730847905,61.76255938234178,,,,,,,,,,,0.6206739079895087,43.73889105367926,,,,,,,,,,,,,,,1
2017-03-31,379.2009206473903,7.100231274031796,200.41605626144565,0.519364199389207,45.13948189542491,0.4834701405910508,26.971440342836267,,,,,,,,,,,0.477813061227189,62.82953766613388,0.6206739079895087,43.84440448154961,,,,,,,,,,,,,,,1
2017-04-30,367.52559380282025,7.100231274031796,191.88626639883887,0.519364199389207,41.64951233891524,0.4834701405910508,29.29056035339284,,,,,,,,,,,0.477813061227189,61.12174019997384,0.6206739079895087,43.57751451169947,,,,,,,,,,,,,,,1
2017-05-31,392.78553647524706,7.100231274031796,213.38416780114295,0.519364199389207,42.608885064314386,0.4834701405910508,29.616120349530664,,,,,,,,,,,0.477813061227189,57.72727414722278,0.6206739079895087,49.449089113036294,,,,,,,,,,,,,,,1
2017-06-30,383.9570478854339,7.100231274031796,207.0734981492322,0.519364199389207,44.0946671974349,0.4834701405910508,29.135995755032724,,,,,,,,,,,0.477813061227189,56.94717520752359,0.6206739079895087,46.70571157621053,,,,,,,,,,,,,,,1
2017-07-31,361.4792254682278,7.100231274031796,195.0069456693929,0.519364199389207,41.86930461168074,0.4834701405910508,28.144812252575026,,,,,,,,,,,0.477813061227189,54.45095265243461,0.6206739079895087,42.0072102821446,,,,,,,,,,,,,,,1
2017-08-31,378.2232712236591,7.100231274031796,221.70595661825973,0.519364199389207,36.676780024284554,0.4834701405910508,29.186363375651705,,,,,,,,,,,0.477813061227189,52.19721643467709,0.6206739079895087,38.45695477078603,,,,,,,,,,,,,,,1
2017-09-30,428.1201173735237,7.100231274031796,272.7462089984592,0.519364199389207,37.608693079412646,0.4834701405910508,28.568045964860097,1.8995107745527784,44.59858466539586,,,,,,,,,,,,,,,2.705679056461416,44.59858466539586,,,,,,,,,,,1
2017-10-31,470.5884615967882,7.100231274031796,307.28153305126324,0.519364199389207,32.55935105842979,0.4834701405910508,29.68430198873473,1.8995107745527784,50.66000684768296,,,,,,,,,,,,,,,2.705679056461416,50.40326865067752,,,,,,,,,,,1
2017-11-30,453.6145760303765,7.100231274031796,293.9666763609229,0.519364199389207,34.10768814314758,0.4834701405910508,26.22273700473232,1.8995107745527784,52.83878434207923,,,,,,,,,,,,,,,2.705679056461416,46.47869017949438,,,,,,,,,,,1
2017-12-31,449.8331598653531,7.100231274031796,285.159425373243,,,0.4834701405910508,26.445529349602086,1.8995107745527784,57.33336229819809,,,,,,,,,,,0.6001100965350087,40.447421422154925,,,,,1.3533962381156366,40.447421422154925,,,,,,,,,1
2018-01-31,494.1890833072114,7.100231274031796,303.19001069528133,,,0.4834701405910508,29.771736194458075,1.8995107745527784,76.76555591895632,,,,,,,,,,,0.6001100965350087,40.69946656386522,,,,,1.3533962381156366,43.76231393465043,,,,,,,,,1
2018-03-31,557.7326378308709,7.100231274031796,361.58111400885485,,,0.4834701405910508,30.872531516624587,1.8995107745527784,81.38262124893474,,,,,,,,,,,0.6001100965350087,41.68964913884332,,,,,1.3533962381156366,42.20672191761344,,,,,,,,,1
2018-04-30,509.8531221341651,7.100231274031796,318.86271815885425,,,0.4834701405910508,26.506046110326015,1.8995107745527784,81.3550427500641,,,,,,,,,,,0.6001100965350087,40.531436469391686,,,,,1.3533962381156366,42.59787864552906,,,,,,,,,1
2018-05-31,590.6298405662184,7.100231274031796,399.3758478947495,,,0.4834701405910508,28.093920852964622,1.8995107745527784,79.19083345639811,,,,,,,,,,,0.6001100965350087,41.76165942020244,,,,,1.3533962381156366,42.20757894190363,,,,,,,,,1
2018-06-30,551.7933361475082,7.100231274031796,363.6615307422471,,,0.4834701405910508,26.041795338994227,1.8995107745527784,79.35947097721173,,,,,,,,,,,0.6001100965350087,41.8456790459159,,,2.634299532834373,40.88486004313919,,,,,,,,,,,1
2018-07-31,558.1745812782203,7.100231274031796,366.0887738819808,,,0.4834701405910508,23.75307295286248,1.8995107745527784,74.74733296705256,,,,,,,,,,,0.6001100965350087,48.24885267711004,,,2.634299532834373,45.336548799214526,,,,,,,,,,,1
2018-08-31,555.3083834158883,7.100231274031796,364.21631756622935,,,0.4834701405910508,21.41331900091136,1.8995107745527784,76.05419585822865,,,,,,,,,,,0.6001100965350087,52.461623540256056,,,2.634299532834373,41.16292745026299,,,,,,,,,,,1
2018-09-30,490.2665914798658,7.100231274031796,313.66154089920946,0.5465552886464451,36.44793878438562,,,1.8995107745527784,67.26123422749953,,,,,,,,,,,,,0.8826635252867813,36.44793878438562,,,1.5010839062826484,36.44793878438562,,,,,,,,,1
2018-10-31,420.3769006291949,7.100231274031796,261.5811614080123,0.5465552886464451,32.50991310648193,,,1.8995107745527784,57.90818125449352,,,,,,,,,,,,,0.8826635252867813,30.88359012871317,,,1.5010839062826484,37.49405473149399,,,,,,,,,1
2018-11-30,435.8406170985827,7.100231274031796,267.4063824319763,0.5465552886464451,38.77688679459114,,,1.8995107745527784,62.02496420953041,,,,,,,,,,,,,0.8826635252867813,28.416409140882205,,,1.5010839062826484,39.21597452160269,,,,,,,,,1
2018-12-31,374.6020485557613,7.100231274031796,220.04156906108025,,,1.424099542321149,37.188802808043775,1.8995107745527784,55.54753131332797,,,,,1.7439062826517642,37.188802808043775,,,,,,,0.8826635252867813,24.63534256526555,,,,,,,,,,,,,1
2019-01-31,441.5970185647536,7.100231274031796,265.04850457351085,,,1.424099542321149,45.8774104332452,1.8995107745527784,64.8290439501937,,,,,1.7439062826517642,37.33412611410658,,,,,,,0.8826635252867813,28.507933493697244,,,,,,,,,,,,,1
2019-03-31,472.3881622343842,7.100231274031796,286.6158525127817,,,,,,,,,,,1.7439062826517642,42.722796793599514,,,1.2319311848747068,59.56114523109128,,,0.8826635252867813,23.927222465820353,3.6352415325681826,59.56114523109129,,,,,,,,,,,1
2019-04-30,491.80202284728784,7.100231274031796,291.67824503942427,,,,,,,,,,,1.7439062826517642,45.98390300570271,,,1.2319311848747068,60.69856118773189,,,0.8826635252867813,24.000197497038084,3.6352415325681826,69.4411161173909,,,,,,,,,,,1
2019-05-31,406.3889096209386,7.100231274031796,226.1443053805831,,,,,,,,,,,1.7439062826517642,44.20802493046968,,,1.2319311848747068,56.3416309799213,,,0.8826635252867813,21.240958130911796,3.6352415325681826,58.45399019905275,,,,,,,,,,,1
2019-06-30,467.9099311297426,7.100231274031796,267.6143699348499,,,1.6560751184845135,57.01442784248907,1.549318145355438,57.01442784248907,,,,,,,,,1.2319311848747068,62.66812658372836,,,0.8826635252867813,23.598578926186207,,,,,,,,,,,,,1
2019-07-31,519.1966242177411,7.100231274031796,311.3036901259768,,,1.6560751184845135,65.357358579501,1.549318145355438,56.84161418827538,,,,,,,,,1.2319311848747068,62.429733161997085,,,0.8826635252867813,23.2642281619909,,,,,,,,,,,,,1
2019-08-31,509.8428199846677,7.100231274031796,313.9390020242826,,,1.6560751184845135,69.45660314282159,1.549318145355438,61.62852285909607,,,,,,,,,1.2319311848747068,49.286636885143984,,,0.8826635252867813,15.532055073323413,,,,,,,,,,,,,1
2019-09-30,508.512775195597,7.100231274031796,297.1567209127453,,,1.6560751184845135,72.33091158964167,1.549318145355438,66.02266462826064,,,,,,,,,1.2319311848747068,53.40877814517196,,,,,,,,,0.4529288183079841,19.59369991977741,,,,,,,1
2019-10-31,548.2066635556308,7.100231274031796,329.75030462422797,,,1.6560751184845135,62.64070147919955,1.549318145355438,72.0878565139106,,,,,,,,,1.2319311848747068,59.68633843316748,,,,,,,,,0.4529288183079841,24.041462505125235,,,,,,,1
2019-11-30,559.9821447347474,7.100231274031796,329.47292475485324,,,1.6560751184845135,61.58172412339007,1.549318145355438,74.13757184330538,,,,,,,,,1.2319311848747068,67.40131781722327,,,,,,,,,0.4529288183079841,27.388606195975424,,,,,,,1
2019-12-31,619.7465816235263,7.100231274031796,372.9542303578738,,,1.6560751184845135,77.65928703981294,,,,,,,,,,,1.2319311848747068,66.74345197742439,,,,,,,2.0220111480513316,73.91397792517226,0.4529288183079841,28.475634323242794,,,,,,,1
2020-01-31,628.2129941788701,7.100231274031796,368.16921770060594,,,1.6560751184845135,80.14311543340453,,,,,,,,,,,1.2319311848747068,74.52592478371061,,,,,,,2.0220111480513316,76.92627656122148,0.4529288183079841,28.44845969992756,,,,,,,1
2020-02-29,598.3488362012424,7.100231274031796,364.4937516060697,,,1.6560751184845135,68.52072713496891,,,,,,,,,,,1.2319311848747068,65.12786754063164,,,,,,,2.0220111480513316,76.19220376554851,0.4529288183079841,24.01428615402368,,,,,,,1
2020-03-31,494.7464737896382,7.100231274031796,291.67824503942427,,,,,1.2976920047666325,51.32888096359421,,,,,,,,,1.2319311848747068,47.528983540995185,,,,,,,2.0220111480513316,77.30186321905865,0.4529288183079841,26.908501026565887,,,,,,,1
